,Label,Text
1615,0,Home Minister Amit Shah visited a hospital to check on Coronavirus infected patients and support the doctors
1616,0,Mock drills conducted by police in Uttar Pradesh on Coronavirus awareness
1617,0,India In Lockdown: Jio Is offering a free recharge of ₹498 during the nationwide lockdown due to Coronavirus. This offer is limited to 31 MARCH only
1618,0,An Italian man committed suicide by jumping off a building after his entire family succumbed to the deadly COVID-19 disease
1619,0,Croatia Earthquake Pics Peddled As Italy Overwhelmed With COVID-19 Patients
1620,0,"An advance hospital with the capacity of 1,000 beds has been built by the Indian Army in Barmer, Rajasthan to tackle the Coronavirus outbreak in the country"
1621,0,A US Soldier Wipe His Saliva On A Subway Train In Wuhan
1622,0,"Indian army has constructed a perfect hospital in Barmer, Rajasthan, with the capacity of 1000 beds in only two days. It has an intensive care unit department with 100 ventilators and equipped with everything required to treat 1000 coronavirus patients"
1623,0,IndianArmy has established 1000 bed quarantine facility in Barmer
1624,0,Russia to donate mobile hospital worth KGS 5.5 mln to Kyrgyz Emergency Ministry
1625,0,Services such as Netflix and Amazon Prime will offer free streaming during a lockdown
1626,0,"Netflix is offering a free streaming pass for the period of COVID-19 isolation, and recommends that users hurry due to it being a limited time offer"
1627,0,"An image shows the last photo taken of Indonesian doctor, Dr Hadio Ali Khazatsin with his family, before he died from being infected with COVID-19. It shows a medical practitioner standing behind the gate of a home, as two children look on"
1628,0,"Dates & timings for distributions of : (1) MILK - From Morning 6 a.m to 8 a.m.(daily) (2) NEWS PAPERS - Upto 7 a.m (daily) (3) VEGETABLES, KIRANA & MEDICAL SHOPS : From Morning 8 a.m. to 11 a.m. ( on 24/26/28 & 30 March only) By Order of Mumbai Police Commissioner"
1629,0,"According to information till now, Coronavirus stays in the throat for four days before infecting the lungs. This leads to coughing, throat infection and pain. If the infected person drinks a lot of water, gargles with salt-and-vinegar hot water, Coronavirus can be cured. Please share this widely. Help save someone's life"
1630,0,Salt Or Vinegar Warm Water Gargle Eliminates The Coronavirus
1631,0,Coronavirus Can Last Up To 8 Hours In Air
1632,0,"A video of police apprehending a man threatening people with a gun in Brazil's Sao Paolo area, is viral with claims that it is from Italy, where the police is coming down heavily on people who are venturing out during the lockdown"
1633,0,Breaking News: Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak. Vladimir Putin released around 500 lions to make people stay indoors
1634,0,"The curfew will stop the spread of the virus, as it can survive only for 12 hours"
1635,0,"To prevent community transmission, the virus needs to be curbed totally for 12 to 14 hours"
1636,0,"With the Prime Minister calling for Janata Curfew on March 22, India prepares to avoid crucial Stage 3 community transmission of Coronavirus in the country. Italy tried implementing a similar nationwide curfew to prevent Stage 3, but to the lack of support from the citizens, the efforts failed, resulting in the death of thousands of people to the pandemic. We don't want such a crisis in India and I urge everyone to rise to the occasion and participate in the Janata Curfew by strictly staying indoors and practising social-distancing"
1637,0,"PM Modi with great foresight called for the Janta Curfew. The Coronavirus has a shelf life of 12 hours. Modi asked the public to observe Janta Curfew from 7am to 9pm on Sunday. That means if we give a gap of 14 hours, we can be able to break the chain of infection. And that results in the cure of the disease by the third week. This also gives the chance to concentrate on providing the cure for already infected people. This is the ultimate truth behind Janta Curfew"
1638,0,"Coronavirus becomes ineffective in 12 hours. And Janata Curfew is for 14 hours. So you can now understand it is such a huge masterstroke, which none of the other nations have applied"
1639,0,Clapping together is enough to destroy and reduce the spread of the infection
1640,0,Kanika Kapoor Takes A Selfie With PM Modi After Testing COVID-19 Positive
1641,0,A viral message on WhatsApp asking people to stay indoors as the government is going to spray medicine to kill 'coronavirus' is fake. The message has been doing the rounds in Mumbai and Bangalore and asks residents to stay indoors between 10pm to 5am
1642,0,"Coronavirus is an epidemic that has spread because of consumption of non-vegetarian food. Why then only school, colleges and malls are shut? All shops selling meat should be closed. So we should ask for meat ban"
1643,0,"The singer Kanika Kapoor took a selfie with Prime Minister Narendra Modi after returning from London, following which she tested positive for the COVID-19 disease"
1644,0,The Bangalore government is going to spray medicine to kill coronavirus. Residents should stay indoors between 10pm to 5am
1645,0,"Hello, every one in Bangalore kindly request you not to come out of your house after 10 pm tonight till tomorrow 5 am.... As their will be spraying medicine in the air in order to kill the COVID-19!. Share this information to all your friends,relatives and your families only in Bangalore...Thank you"
1646,0,"Indian government has declared a Restricted Movement Order from March 18, 2020 to March 31, 2020, in view of the coronavirus outbreak"
1647,0,"The National Security Council, Prime Minister's Office (PMO) of India released restrictions imposed on the movement of citizens to curb the spread of the Coronavirus outbreak in Malaysia"
1648,0,"A video shows passengers, infected with the novel Coronavirus, disembarking a flight from Italy at the Dakar airport of Senegal. In the clip, passengers can be seen getting off a bus and rushing away as emergency workers tend to several women coughing and lying on the airport tarmac"
1649,0,"The Ethiopian Airlines flight from Italy this evening to Addis Ababa airport. Most of the passengers are infected with the virus, and there is no strength except in God"
1650,0,Sachin Tendulkar has called for stopping the sale of meat due to Coronavirus outbreak
1651,0,"A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbreak of Coronavirus in the country"
1652,0,"Virus has spread in Bakra Mandi (mutton market) of Ajmer, and the entire village has been vacated. The goats are alive and they are eating, but they have become weak. They cannot stand up. Trucks of goats are lying sick"
1653,0,Prime Minister Narendra Modi launched a new scheme to distribute free masks and control the outbreak of COVID-19
1654,0,"Due to the rising outbreak of Karona virus, our Prime Minister Shri Narendra Modi has decided to give Karona virus masks free to all under Swachh Bharat, you can also order by clicking the link below and become part of Swachh Bharat"
1655,0,US President Donald Trump announced that Swiss diagnostics and drugmaker Roche will launch a vaccine against the Coronavirus soon and that millions of doses were already ready
1656,0,"Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it !!! The end of the play"
1657,0,"The Westin Garden and The Fatty Bao, two Mumbai based hotels and restaurants have confirmed cases of COVID-19 among their staff members. The staff at the two food and beverage entities were said to have tested positive"
1658,0,"You are sitting here and making jokes on coronavirus but if you want to see the true devastation caused by corona, watch this video from China. Not once, not twice, watch attentively at least thrice. Watch these people who are stuck in this epidemic. The police administration there have to face so many difficulties to catch them. Your heart will stop after you watch this"
1659,0,Chinese police were trying to nab suspected COVID-19 patients
1660,0,Portuguese footballer Cristiano Ronaldo will turn his chain of hotels into hospitals to treat Coronavirus patients
1661,0,India will go into a lockdown in the next five days on account of the increasing positive cases of COVID-19 in the country
1662,0,"An Indian girl claims that her father, a medical practitioner in the armed forces, has confirmed that the country will go into a lockdown from the next week. The girl quotes his father as saying, ""that all the army hospitals are now in direct contact with the Ministry of Health and now they have been ordered to create quarantine facilities everywhere."" The speaker claims that her father is in charge of one of the army hospitals, used for quarantining patients. She further quotes her father as saying that ""the Ministry of Health has instructed that the country is going to go on a lockdown for at least a month in the next five days."""
1663,0,"A woman who travelled to Italy with her husband for her honeymoon, tested positive for COVID-19 and then fled to New Delhi and Agra and that she resisted treatment"
1664,0,The Eyes of Darkness (1981) by Dean Koontz and End Of Days (2008) by Sylvia Browne predict the Coronavirus outbreak
1665,0,Israel and the United States have already developed vaccines to fight the ongoing COVID-19 pandemic
1666,0,Drinking tulsi and noni juice are preventive measures for the COVID-19 coronavirus
1667,0,"A spokesperson for the Reserve Bank of India urges people to withdraw money from their accounts before April 1, 2020, claiming banks will demand an NPR document and block accounts that fail to provide the same"
1668,0,"Important notice: Everyone is informed that before ""31 March 2020"" to remove your money from all the banks. From ""01 April 2020"", the document of ""NPR"" will be asked in the bank, those who will not have the document, their account would be blocked. Share this information with many people. Jai Hind"
1669,0,The United Nations International Children's Emergency Fund (UNICEF) has put out advisory about coronavirus
1670,0,China's prime minister said reading the Quran and offering Namaaz can help prevent the Coronavirus
1671,0,Chinese prime minister has ordered to open locks of all mosques and to recite Quran and Namaaz. Only the Quran has the cure for Coronavirus. Undoubtedly
1672,0,Chinese President Xi Jinping visited the Northwest region Ningxia Hui in 2016. He made this trip to Muslim majority areas to understand why COVID-19 virus has not affected them
1673,0,Xi Jinping Visits Muslim Homes To Learn How To Fight Coronavirus
1674,0,Chinese president dropped in at multiple Muslim houses to adapt their lifestyle in a bid to combat the spread of COVID-19
1675,0,"At a time entire China is affected by Coronavirus, Muslims are leading a fit life, devoid of any infections. Nobody has been affected by the aforementioned virus yet. To put an end to speculation why Muslims are safe and why they have not been infected by the virus, president Xi Jinping visited Muslim households on foot to see what they eat, and what habits they practise. He has held a few meetings with Muslim representatives to know what they eat, and what they do. He has been surprised after knowing the same. He has also gone around and observed the halal practises of Muslims, and found their way of eating healthier than others"
1676,0,A woman protester at Delhi's Shaheen Bagh tested positive for Coronavirus yet refused treatment and returned to the protest venue
1677,0,"Big Breaking: Nazma begum ( 43 ) sitting in # ShaheenBaghProtest was not feeling well. Doctors found her coronavirus positive. She denied the treatment and again went to ShaheenBagh, What kind of moron are these people? # CoronavirusReachesDelhi"
1678,0,Muslims in Gujarat's Nadiad are attacking the police and shooting them in the backdrop of a lockdown to restrict the spread of the novel Coronavirus. Send the video to as many people as possible
1679,0,"King Khan (Shah Rukh Khan), son of Pakistan, contributes Rs 45 Crores to Pakistan and not a single rupee to Indian citizens to fight the Coronavirus pandemic. Don't watch watch his upcoming cinemas"
1680,0,"The Italian government has given up, overwhelmed by the rising number of Coronavirus cases in the country"
1681,0,"The Italian Prime Minister says, ""Our control is gone. Infectious disease is killing us. All the possible relief on earth is over. Here's our look at the sky."""
1682,0,India In Lockdown: from tomorrow onwards there are new communication regulations. All calls are recorded. All phone call recordings saved. WhatsApp is monitored. Twitter is monitored. Facebook is monitored..
1683,0,Corona has gripped Italy to such an extent that there is no one to even remove corpses
1684,0,Office memorandum regarding the declaration of holidays in four states by MOHFW due to COVID-19
1685,0,"Alert, Alert!! Muslim hotels on highways of Rajasthan, Gujarat and Maharashtra are serving biryani to Hindus laced with tablets that can make one impotent. Avoid visiting these Muslim hotels. These people serve non-vegetarian to eradicate Hindu religion and population in the long run. This chemical formula is harmful and is used to make us unhealthy. All the buses coming from Rajasthan halt in these Muslim hotels. Beware"
1686,0,Highway Hotels Are Serving Biryani With Impotency Drugs
1687,0,Covid19: seven children died in Senegal after being vaccinated
1688,0,Covid19: a video shows a vaccination team trying to spread the virus in the village of Casamance in southern Senegal
1689,0,Bill Gates has announced an £85m donation in a letter
1690,0,"U.S. President Donald Trump said state governors must ""treat me well"" in order to obtain masks and ventilators from federal reserves"
1691,0,U.S. President Donald Trump tweeted that economic stimulus checks would only go to those who have not made negative social media comments about him
1692,0,"U.S. Sen. Lindsey Graham said, ""President Trump probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC."""
1693,0,U.S. President Donald Trump will benefit financially if hydroxychloroquine becomes an established treatment for COVID-19
1694,0,U.S. President Donald Trump advocated that the pay of public officials be stopped during the COVID-19 pandemic
1695,0,"Financier George Soros owns the lab in Wuhan, China, where the COVID-19 coronavirus disease was developed"
1696,0,Harvard professor Charles Lieber was arrested for concealing funding from a Chinese lab connected to the origin of the new coronavirus
1697,0,Democrats in New York stashed ventilators in a warehouse in an effort to make the COVID-19 pandemic worse
1698,0,A video shows people in China tearing down a 5G tower in an attempt to stop the spread of COVID-19 coronavirus disease
1699,0,China started to install 5G towers around the same time that the coronavirus started to spread in the country (around November 2019) so 5G towers caused COVID-19
1700,0,The COVID-19 death toll is exaggerated because “the state” has instructed that “anyone who didnt die by a gun shot wound or car accident” be listed as a coronavirus victim
1701,0,"Walmart, in response to the coronavirus pandemic, has instituted a “staggered shopping schedule” that allows only certain age groups on specific days"
1702,0,The Kennedy Center for the Performing Arts donated $5 million to Democrats after it was allocated $25 million in the COVID-19 stimulus package
1703,0,People with lupus who take hydroxychloroquine aren’t catching the coronavirus
1704,0,New York coronovirus victims are not letting you bury your own. There will be no wakes or memorial services to pay your last respects. Every contaminated corpse belongs to the state and will be exposed of in a incinerator
1705,0,In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects. The state is allowing funeral services with limited visitors; cremation is not mandated
1706,0,Missouri case law on education makes it very clear that if students can not take the necessary final exams in a class room setting & they can not complete the curriculum that was established at the beginning of the 2019-2020 school year no one enrolled in a public school in the state of Missouri can be allowed to be promoted to their next grade level. This means that whatever grade each of your students started at in August of 2019 will need to be repeated
1707,0,A blend of sodium bicarbonate and lemon juice tea will eliminate the novel coronavirus. This cure has prevented any COVID-19 deaths in Israel
1708,0,The “MSM” — mainstream media — is using an image from a 2017 movie in its coverage of the novel coronavirus pandemic
1709,0,"Ok, Patriots so I’m watching the movie UNLOCKED on Showtime and this scene pops up of coffins lined up and guess where I saw that exact picture… from our MSM telling us that this is ITALY right now because of COVID 19 virus!"
1710,0,A California health care workers’ union was caught hiding 39 million N95 masks
1711,0,"It took Obama millions infected and over 1,000 deaths to declare the H1N1 flu a health emergency. But under Trump, coronavirus was declared a health emergency and public safety measures were in place before a single U.S. death occurred"
1712,0,The pandemic has affected the flow of seafood from foreign markets. Crab legs have been contaminated with the novel coronavirus
1713,0,Seafood products have been found to be contaminated with the virus
1714,0,"There is a link between 5G and this health crisis. If 5G continues and reaches where they want to take it, human life as we know it is over... so people have to make a decision"
1715,0,"A coronavirus vaccine, when one is developed, would include ""nanotechnology microchips"" that would allow humans to be controlled"
1716,0,"5G can suppress the immune system, thus making people more susceptible to catching the virus"
1717,0,The virus can somehow be transmitted through the use of 5G technology
1718,0,"Allegedly of the blaze in Aigburth, was shared on YouTube and Facebook, claiming a link between the mobile technology and Covid-19"
1719,0,Mosquito bites can infect you with the coronavirus
1720,0,"Hydroxychloroquine and a related compound, chloroquine are experimental treatments of the virus"
1721,0,Drinking cow's urine can prevent you from getting the coronavirus
1722,0,"Bill Gates, the Microsoft billionaire published a long message, encouraging people to reflect positively on their lives during the coronavirus outbreak"
1723,0,Do not under any circumstances allow them to test you. There's a possibility that the swabs are contaminated with Covid-19
1724,0,African people are to be used as guinea pigs to test a new coronavirus vaccine
1725,0,"To be safe from coronavirus, shave your beard, CDC warns"
1726,0,Nigerian pastor who went to China to destroy coronavirus has been rushed to the hospital - Aficature
1727,0,Steam inhalation works as a treatment for coronavirus
1728,0,I heard first hand that a doctor who had Corona virus recovered in double quick time after inhaling steam
1729,0,A Russian scientist has said that a man-made bacterium has somehow merged with the new coronavirus and is the reason people are dying - and recommends baking soda to treat it
1730,0,"Under “emergency legislation” the NHS has ordered a ban on the sale, purchase and consumption of alcohol after discovering that it “lowers immunity"""
1731,0,Alcohol has been banned in the UK
1732,0,"There is ban on the sale, purchase or consumption of alcohol in the UK"
1733,0,"""Who would have known that a simple cup of tea would be the solution to this virus."" The Chinese doctor Li Wenliang, who was hailed a hero for his efforts to raise the alarm about the virus early on in Wuhan, and who later died of the disease"
1734,0,Substances commonly found in tea can decrease the impact of the virus - these are known as methylxanthines. And that hospitals in China started giving Covid-19 patients tea three times a day
1735,0,Hospitals in China were specifically treating Covid-19 by giving patients tea
1736,0,Cow urine and dung are traditional remedies for various diseases including the coronavirus
1737,0,Cow dung has many benefits. I think it can kill the coronavirus. Cow urine can also be useful
1738,0,Alcohol-free hand sanitiser with distilled cow urine obtained from indigenous cows sold by Cowpathy is useful for preventing the coronavirus
1739,0,"A mixture of the ayurvedic herb giloy, turmeric and basil leaves could help prevent coronavirus"
1740,0,Making herbal hand sanitisers at home can help we prevent the virus
1741,0,"Be vegetarian! Do not create viruses like coronavirus, which pose a danger to humanity, by having [meat of] different kinds of animals"
1742,0,"A 15,000-rupee (£165) ""anti-coronavirus"" mattress was as advertised virus-resistant. It is anti-fungal, anti-allergic, dustproof and waterproof, so nothing can go inside it"
1743,0,Breaking! The Italien Army has deployed a lot of tanks in the city of Foggia as around 50 prisioners escaped from local jail
1744,0,"The vaccine was created in Australia to combat Covid-19, and the only country in the world to have bought it is Switzerland. Taking six doses of the vaccine would give protection from the virus for a year"
1745,0,Hand dryers are effective in killing the coronavirus
1746,0,WHO advises against eating bread to prevent coronavirus
1747,0,WHO recommends against eating baked goods to prevent coronavirus
1748,0,Lemon and turmeric is an effective preventive measure against covid-19
1749,0,Union Home Minister @amitshah has been infected with #COVID19
1750,0,"WHO is floating around on whatsapp, saying that it has announced a lockdown schedule"
1751,0,Eating ice cream causes coronavirus
1752,0,Pets can transmit coronavirus infections in humans
1753,0,Coronavirus can be destroyed by hot water vapor
1754,0,Mustard oil helps prevent coronavirus
1755,0,"MCI advisory being circulated on social media, stating that MBBS UGs and students will be recruited for assistance in healthcare against #Covid19"
1756,0,India has entered stage 3 of the coronavirus
1757,0,Coronavirus infection can be transmitted by consumption of poultry products
1758,0,India Internet services has been shutdown amidst Coronavirus Outbreak
1759,0,Drinking bitter melon juice can cure coronavirus
1760,0,Nagpur has tested 59 positive coronavirus cases including 3 doctors
1761,0,Indian Government has announced deduction in the salary/pension of Government employees
1762,0,The Government is likely to impose Financial Emergency in India to tackle the crisis caused by #Covid19
1763,0,The risk of #Coronavirus in India has been reduced due to noise produced during the #JantaCurfew
1764,0,Paracetamol can treat coronavirus infection
1765,0,Coronavirus survives only for 12 hours
1766,0,The vibration generated by clapping together will destroy #Coronavirus infection
1767,0,Antibiotics can be effective in preventing #Coronavirus
1768,0,Eating lamb can cause coronavirus infections
1769,0,Norwegian scientists found that coronavirus is susceptible to high-intensity sound
1770,0,Angry Citizens Did Not Place A Naked Statue Of Trump In New York City Due To His Inability To Contain COVID-19 Situation
1771,0,The video shows a man spitting into a bottle of tea and placing it back on a supermarket rack which has now gone viral that this was an attempt to spread the coronavirus infection
1772,0,Ultraviolet Rays from the sun can kill Coronavirus because melanin in our skin absorbs it. People should stand under the sun to prevent or kill the virus
1773,0,Disaster Management Act in India restricts citizens to share posts on COVID-19
1774,0,The world’s cutest baby Anahita Hashemzadeh has been diagnosed with coronavirus. Please pray for this baby
1775,0,"Please note all Indians! Post Lockdown shops will remain closed, Detention by police, No home deliveries"
1776,0,American scientists have already developed a cure for Covid-19. The post comes along with an image that claims to be the medicine for COVID-19 by the name “COVID-19 IgM/IgG”
1777,0,"Hello, Kindly request you not to come out of your house after 10 pm tonight till tomorrow 5 am…. As BBMP will be spraying medicine in the air in order to kill the COVID-19!! Share this information to all your friends, relatives and family members who are residing in Bangalore. Thank you! From BBMP"
1778,0,Bananas can help you to prevent a COVID-19 infection
1779,0,"Research conducted by scientists from the University of Queensland in Australia proves that bananas, improve your inmune [sic] system due to the super source of Vitamins B-6 and helps prevent coronavirus. Having a banana a day keeps the coronavirus AWAY"
1780,0,Use of Chloroquine for treating COVID-19 has been approved by the WHO
1781,0,Cocaine is a cure for COVID-19
1782,0,"After the outbreak of Coronavirus in China, the Chinese government has started a mass extermination of human lives infected with coronavirus. The Chinese government has quarantined and locked up infected patient’s in their homes"
1783,0,"A video shows how the Chinese police and doctors are detaining Coronavirus patients on the highway. We can see a team of police in hazmat suits forcefully restraining a man as he refuses to cooperate with officials when his car is stopped. As the man begins to drive away, he is stopped by a police van and surrounded by men carrying riot shields. As he gets out of his car, a net is thrown over his head and officials grab him"
1784,0,OMG: China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victims
1785,0,Only in China: Medical SWAT teams with riot shields and dog-catcher nets practicing to catch a person with coronavirus symptoms
1786,0,"Authorities in Tongbai, Henan have been training to prepare themselves for ‘uncooperative’ Coronavirus patients. In this exercise, the hostile actor rips off his mask before police and security teams take the man out"
1787,0,"The Chinese Government has locked up residents in Wuhan, which is the epicenter of the COVID-19 epidemic; that has now become a ghost city"
1788,0,"A video showing a man abusing is going viral claiming that the video is from Wuhan where people are quarantined and locked up in their houses. It also adds that the residents are getting impatient and irritated and so they are greeting each other with abuses. It shows an apartment building where a man shouts “Good morning my neighbours!” Someone in reply shouts “Hey fuck you!” while the first man replies “Yes, yes, fuck you too”"
1789,0,There was a car crash in Wuhan due to a police road block created due to COVID-19
1790,0,"A video of a car smashing into police vehicles is going viral with the claim that the incident took place at a police roadblock in Wuhan and some of passengers of the vehicle escaped from Wuhan further spreading the virus further to the North, South and East"
1791,0,There is WHO advisory restricting the purchase of Chinese products during Holi due to COVID-19
1792,0,"Large Explosion in Wuhan, China just happened about an hour ago #Wuhan #WuhanCoronavirus 1/24/2020"
1793,0,WHO declared coronavirus as COVID-19 which is an abbreviation for China Outbreak Virus In December 19
1794,0,Police publicly killed a coronavirus-infected woman in China
1795,0,A lady Infected by Corona virus killed by Chinese police on the road
1796,0,The government of HeiLongJiang province in China bans all private cars on the street. The police pulled a woman out of her car as she refused to receive the notice served to her by the police men. What a violent and insane way to treat a woman like that
1797,0,"A report by news agency Asian News International on Thursday, 30 January said that Manir Hossain, a 23-year-old man from India’s Tripura, had died in a hospital in Malaysia due to coronavirus"
1798,0,"Coronavirus has infected boiler chicken as well. We appeal to all the citizens not to consume boiler chicken meat. This appeal is from the Muslim community, Khar, Mumbai"
1799,0,"The Prime Minister of China visited a mosque and realised that the only way to protect oneself from Coronavirus is to “bow before Allah.” And the Chinese government had declared that they would translate the Holy book of Islam, the Quran, “as their own which is why Chinese is suffering today"
1800,0,"China president in the mosque pleading with Allah to forgive him for the mistakes committed by him and his govt. (corona virus death China PM who told we’ll translate the Quran as our own realised that the only one way to protect from the Corona virus is doing ‘sajtha’ to Allah and went to the mosque to pray, Mashallah"
1801,0,"Bat Infestation Under Tile Roof- Roofing Miami, FL. The corona virus source is found!!! It turns out that many roofs in Hubei China are covered with chrysanthemum bats, a type of bat"
1802,0,The video shows thousands of pigs and piglets transported in trucks and then buried in mass graves. The caption accompanying the video alleges that China is burying these pigs to curb the spread of Corona Virus
1803,0,BREAKING: Saudi Arabia confirms 1 case of Wuhan virus. A nurse from the Indian state of Kerala employed at a hospital in Saudi Arabia has tested positive for the deadly novel coronavirus Union Minister of State for External Affairs V. Muraleedharan said on Thursday. The minister confirmed that about 100 Indian nurses working in the Saudi Arabia hospital were tested following the threat of coronavirus and one of them was found infected by the deadly virus
1804,0,"Due to the coronavirus infection, the army was deployed in trangana"
1805,0,A video shows first Islamic call to prayer in Spain in 500 years
1806,0,"A video which shows a speech made during a price war between pepper traders in Karnataka's Kodagu is being recirculated calling for boycotting Muslim traders, in the wake of coronavirus"
1807,0,"“Pres. Duterte is the kind of leader who knows the way, goes the way, and shows the way. Filipinos are very fortunate to have him. Seriously, he looked so overworked. He may not be perfect, but he truly loves his country. Philippines doesn’t have the worst government. It actually has the worst citizens,” the graphic quoted Queen Elizabeth II as saying. The graphic was dated April 6, 2020. A brief description below the statement said the quote came from the Queen’s speech that day as she delivered “a message of hope amid the coronavirus pandemic.”"
1808,0,The UP government announced that the 15 districts will be completely sealed starting 9 April
1809,0,"A video of a moving train carrying trucks is going viral as proof of how essential goods are being supplied around India amid the countrywide lockdown over the outbreak of coronavirus. The video is being shared with the following message: “This is how all essential materials reaching throughout country, while state borders are sealed. Modi hai toh mumkin hai”"
1810,0,"Burning candles will produce heat and thus, raise the temperature and kill coronavirus"
1811,0,"Coronavirus don’t survive in hot temperature, as per research by NASA. If 130 candles are lit together, the temperature will increase by 9 degrees - as per IIT professor.So corona will die at 9.09 pm on Sunday. Masterstroke by Modi"
1812,0,A circular attributed to the Medical Council of India (MCI) is being circulated to state that all Government and Private Medical Colleges are advised to recruit MBBS undergraduate interns and students of part 2 third MBBS starting 3 April
1813,0,"14 China Muslims hidden at Bihari mosque has been taken to corona virus test by Bihari police. Erode police has caught Thailand Muslim mullahs infected with corona virus. Today Salem Police has caught 11 Indonesian Muslim mullahs at Salem mosque. This video shows that they are applying and putting saliva on spoons, plates and utensils and also they are in the intention of spreading corona virus disease. Nobody knows what's happening in the Nation (sic)"
1814,0,Muslims Licking Plates to Spread Corona
1815,0,Crowds defying lockdown in Hyderabad near Charminar on Friday demanding to perform Namaz
1816,0,"Indian business tycoon and chairman of Wipro, Azim Premji, has donated Rs 50,000 crores to fight COVID-19"
1817,0,"A message claims that the pH value of the novel coronavirus ranges between 5.5 and 8.5 and thus, one should consume alkaline food that are above the pH level of the virus so as to prevent its spread. This information is being attributed to a research published in the Journal of Virology"
1818,0,"In India, all posts related to coronavirus have been ‘declared a punishable offence by the Central government’ and that only a government agency is permitted to post on coronavirus"
1819,0,Methanol can protect you against the virus
1820,0,"A British school teacher and others cured themselves of the coronavirus with whiskey and honey, based on a tabloid story from early February"
1821,0,Drinking bootleg alcohol containing methanol can cure the coronavirus
1822,0,"A video of police thrashing and detaining people is being circulated on social media with the claim that it shows the situation of lockdown in Spain. “This is the lockdown in Spain. You guys in India are lucky. You just get caned,” the claim reads"
1823,0,A video shows a creature on top of a dome-like structure. “Appearance of devil top of church in Italy some days ago”
1824,0,"High-speed (4G) mobile internet services will be restored by tonight in all districts of Jammu, whereas 4G internet services suspension will continue in all districts of Kashmir till fresh assessment of the situation. However, any misuse of internet facilities will result in legal action。"
1825,0,Police Punishing in highway Roaming freely in Assam Bandh. Punishing ... Disobeying Lockdown. of CORONA-VIRUS
1826,0,China’s Xinhua News Mock India’s Coronavirus Response
1827,0,"A map claims that it showed the sound waves in India recorded by NASA, on Sunday at 5:01 pm. While some states have been marked in red, others in yellow and green, showing the different intensities of the supposed sound waves"
1828,0,Belgium’s Health Minister Maggie De Block has banned ‘non-essential’ sexual activities of three or more persons
1829,0,"#Belgium prohibits sexual acts of more that 3 people after 500 person #orgy spread #coronavirus. However, #bestiality is still allowed.”"
1830,0,"The former President of Iraq Saddam Hussein, during a meeting in 1990s, had briefed his cabinet and Army about US’ threat to use coronavirus on Iraqis if they didn’t follow their command"
1831,0,Muslims Refusing to Be Tested in K’taka
1832,0,"‘Office Memorandum’ claims that the Ministry of Health & Family Welfare has issued a clarification regarding declaration of holidays in four states, namely Maharashtra, Gujarat, Uttar Pradesh, and Sikkim"
1833,0,All the worst-affected COVID-19 cases are situated along Latitude 40 degrees
1834,0,Strange coincidence that all worst affected Covid19 cases are along the same Latitude 40ํ: From left: France Italy Iran Wuhan S.Korea Japan Seattle Washington NewYork。
1835,0,Corporation of Chennai has closed all vegetable and fruit markets in various parts of Chennai has been shared on WhatsApp and Facebook amid the coronavirus outbreak
1836,0,"And now, megastar Amitabh Bachchan took to his Twitter account to share a picture of his hand with a 'Home Quarantined' stamp on it. The actor revealed that stamping has been started and the officials are using the voting ink so that it won't fade away soon. His tweet read, ""T 3473 - Stamping started on hands with voter ink, in Mumbai .. keep safe, be cautious, remain isolated if detected，"
1837,0,Homeopathic medicine ‘Coronil Drops’ developed by Dr Sirkhot’s is effective in prevention of coronavirus. Taking 20 drops of the medicine thrice a day for three days can help prevent the virus
1838,0,Coronil Drops helps boost the immune system and reduce the virulence of the virus
1839,0,"The Indian government raided The Medical City and other private hospitals, taking away their personal protective equipment (PPE)"
1840,0,The Prince of Wales’ recovery after testing positive for coronavirus last week was linked to an Ayurvedic and homeopathic cure from a resort in south India
1841,0,"A video of Trupti Desai, social activist and founder of NGO Bhumata Brigade, is going viral with the claim that she was caught illegally buying liquor during the lockdown and was detained by the police"
1842,0,"@joshtpm I wish they could just keep him away from media during this. It would be nice if WHO, CDC and NIH could warn people to just ignore him. He literally makes every bad thing happening in the world *worse*"
1843,1,Only few people will stay in campus tho?? https://t.co/Aq5huubeMB
1844,1,#coronavirusuk Coronavirus: Fourth patient in UK diagnosed - BBC News https://t.co/lI4pa7jQjX
1845,1,@TPE_connect Yet later proved true even though the initial study was flawed. One example: https://t.co/G0RnTkfPBv
1846,1,"Centre for Health Protection details on the eight confirmed cases of the Wuhan coronavirus in #HongKong, as of 4pm Tuesday. https://t.co/h69d7j7UXK"
1847,0,Coronavirus really controlled the markets https://t.co/IXFY8jA5BE
1848,1,"#China reported that 94 more people died on Tuesday due to the #coronavirus, raising the death toll in the country to at least 1,105. #Wuhan #COVID19 #WuhanCoronavirus https://t.co/hDNcPqXywM"
